name,star_name,star_age,star_age_error_min,star_age_error_max,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1498 Ab,Kepler-1498 A,4.17,-2.44,6.28,Confirmed,,,,,,,0.119,0.008,0.01,48.051405,0.0009331,0.0009331,,,,,,,,,,,2016,2025-02-26,,,,,,,2454973.501,0.0155,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18590674+4455004 b, K03432.01, KIC 8738775 b, KOI-3432 b, KOI-3432.01, WISE J185906.74+445500.3 b",,284.77811,44.916782,,,13.703,13.233,13.238,740.0,,,-0.01,0.156,0.141,0.86,0.04,0.04,0.81,0.04,0.05,G8V,5256.0,58.16,60.36,,,"2MASS J18590674+4455004, KIC 8738775, KOI-3432, WISE J185906.74+445500.3"
Kepler-1499 b,Kepler-1499,4.68,-2.84,6.0,Confirmed,,,,,,,0.106,0.012,0.022,44.2008,0.0006553,0.0006553,,,,,,,,,,,2016,2021-02-05,,,,,,,2454996.2248,0.0104,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18555672+4139014 b, K03436.01, KIC 6265665 b, KOI-3436 b, KOI-3436.01, WISE J185556.71+413901.7 b",,283.986337,41.650406,,,12.016,11.551,11.455,310.0,,,-0.01,0.169,0.149,0.82,0.04,0.04,0.78,0.04,0.04,,5097.0,92.24,77.02,,,"2MASS J18555672+4139014, KIC 6265665, KOI-3436, WISE J185556.71+413901.7"
Kepler-15 b,Kepler-15,3.7,-3.6,1.5,Confirmed,0.66,0.09,0.09,,,,0.96,0.07,0.07,4.942782,1.3e-06,1.3e-06,0.05714,0.00093,0.00093,0.06,,,87.44,1.5,1.5,,2011,2021-02-05,,,,,,,2454969.328651,9.6e-05,8.4e-05,2454969.32865,9.6e-05,9.6e-05,,,,,,,0.554,0.024,0.023,,,,78.7,9.5,8.5,1225.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19444814+4908244 b, K00128.01, KIC 11359879 b, KOI-128 b, KOI-128.01, WISE J194448.21+490824.1  b",,296.200595,49.140125,13.8,,12.578,12.282,,755.38,11.56,11.56,0.36,0.07,0.07,1.02,0.05,0.04,0.99,0.07,0.06,,5515.0,130.0,122.0,,,"2MASS J19444814+4908244, KIC 11359879, KOI-128, WISE J194448.21+490824.1"
Kepler-1500 b,Kepler-1500,4.07,-2.3,2.97,Confirmed,,,,,,,0.107,0.013,0.02,15.0330105,0.0001612,0.0001612,,,,,,,,,,,2016,2021-02-05,,,,,,,2454964.90421,0.00954,0.00954,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19153199+3944404 b, K03437.01, KIC 4645174 b, KOI-3437 b, KOI-3437.01, WISE J191532.01+394440.6 b",,288.883334,39.744572,,,13.476,13.149,13.03,904.0,,,-0.05,0.185,0.156,1.0,0.07,0.07,1.0,0.1,0.18,,5845.0,140.57,122.09,,,"2MASS J19153199+3944404, KIC 4645174, KOI-3437, WISE J191532.01+394440.6"
Kepler-1501 b,Kepler-1501,2.75,-1.02,0.919,Confirmed,,,,,,,0.139,0.022,0.061,14.5564533,0.0001121,0.0001121,,,,,,,,,,,2016,2021-02-05,,,,,,,2454974.04324,0.00623,0.00623,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19194044+4200051 b, K03438.01, KIC 6599975 b, KOI-3438 b, KOI-3438.01, WISE J191940.45+420005.1 b",,289.918519,42.001431,,,12.661,12.415,12.364,888.0,,,0.04,0.163,0.137,1.2,0.09,0.17,1.3,0.18,0.54,,6229.0,123.73,111.62,,,"2MASS J19194044+4200051, KIC 6599975, KOI-3438, WISE J191940.45+420005.1"
Kepler-1502 b,Kepler-1502,1.7,-0.401,0.74,Confirmed,,,,,,,0.284,0.057,0.1,41.7083629,0.0003485,0.0003485,,,,,,,,,,,2016,2021-02-05,,,,,,,2454986.53949,0.00705,0.00705,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19442589+3919116 b, K03439.01, KIC 4282191 b, KOI-3439 b, KOI-3439.01, WISE J194425.89+391911.6 b",,296.107919,39.319913,,,13.174,12.945,12.907,1540.0,,,0.05,0.15,0.138,1.44,0.17,0.23,1.72,0.33,0.61,,6666.0,272.08,321.18,,,"2MASS J19442589+3919116, KIC 4282191, KOI-3439, WISE J194425.89+391911.6"
Kepler-1503 b,Kepler-1503,5.13,-3.26,5.86,Confirmed,,,,,,,0.203,0.021,0.017,96.16987,0.00118,0.00118,,,,,,,,,,,2016,2021-02-05,,,,,,,2455003.25681,0.00974,0.00974,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19345452+4248243 b, K03443.01, KIC 7288306 b, KOI-3443 b, KOI-3443.01, WISE J193454.52+424824.1 b",,293.727175,42.806759,,,14.353,13.82,13.767,850.0,,,-0.19,0.259,0.179,0.77,0.07,0.05,0.74,0.07,0.05,,5069.0,73.98,95.03,,,"2MASS J19345452+4248243, KIC 7288306, KOI-3443, WISE J193454.52+424824.1"
Kepler-1504 b,Kepler-1504,4.47,-2.84,6.05,Confirmed,,,,,,,0.19,0.017,0.021,82.304003,0.001593,0.001593,,,,,,,,,,,2016,2021-02-05,,,,,,,2454992.038,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19185087+5007415 b, K03445.01, KIC 11860395 b, KOI-3445 b, KOI-3445.01, WISE J191850.87+500741.6 b",,289.711993,50.128212,,,14.409,13.998,13.834,1029.0,,,-0.17,0.204,0.18,0.85,0.06,0.06,0.81,0.07,0.08,,5393.0,78.86,102.27,,,"2MASS J19185087+5007415, KIC 11860395, KOI-3445, WISE J191850.87+500741.6"
Kepler-1505 Ab,Kepler-1505 A,1.7,0.459,0.981,Confirmed,,,,,,,0.083,0.004,0.004,30.8609366,0.0002252,0.0002252,,,,,,,,,,,2016,2025-02-11,,,,,,,2454971.31545,0.0065,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19280049+4147130 b, K03456.01, KIC 6364582 b, KOI-3456 b, KOI-3456.01, WISE J192800.49+414713.1 b",,292.002052,41.786961,,,11.83,11.497,11.406,359.0,,,-0.18,0.111,0.099,0.93,0.04,0.03,0.86,0.03,0.02,G3V,5686.0,53.94,65.36,,,"2MASS J19280049+4147130, KIC 6364582, KOI-3456, WISE J192800.49+414713.1"
Kepler-1506 b,Kepler-1506,3.98,-2.33,4.09,Confirmed,,,,,,,0.118,0.012,0.017,14.0329154,0.0002811,0.0002811,,,,,,,,,,,2016,2021-02-05,,,,,,,2454971.0626,0.0183,0.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19203597+4127525 b, K03458.01, KIC 6118370 b, KOI-3458 b, KOI-3458.01, WISE J192035.97+412752.5 b",,290.149884,41.464595,,,14.51,14.117,14.082,1318.0,,,-0.05,0.179,0.153,0.95,0.06,0.05,0.93,0.07,0.12,,5676.0,89.59,104.55,,,"2MASS J19203597+4127525, KIC 6118370, KOI-3458, WISE J192035.97+412752.5"
Kepler-1507 b,Kepler-1507,4.57,-2.85,6.44,Confirmed,,,,,,,0.075,0.008,0.008,16.0506213,0.0001447,0.0001447,,,,,,,,,,,2016,2021-02-05,,,,,,,2454974.73323,0.00666,0.00666,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19141476+4632097 b, K03465.01, KIC 9763612 b, KOI-3465 b, KOI-3465.01, WISE J191414.78+463209.9 b",,288.561525,46.536053,,,11.866,11.461,11.386,342.0,,,-0.03,0.173,0.15,0.89,0.05,0.04,0.85,0.06,0.09,,5410.0,70.14,63.43,,,"2MASS J19141476+4632097, KIC 9763612, KOI-3465, WISE J191414.78+463209.9"
Kepler-1508 b,Kepler-1508,2.69,-1.09,1.7,Confirmed,,,,,,,0.119,0.023,0.047,20.7056504,0.0005499,0.0005499,,,,,,,,,,,2016,2021-02-05,,,,,,,2454972.9846,0.019,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19522853+4022301 b, K03468.01, KIC 5213404 b, KOI-3468 b, KOI-3468.01, WISE J195228.53+402230.3 b",,298.118885,40.375047,,,12.994,12.643,12.603,892.0,,,0.01,0.176,0.132,1.14,0.12,0.22,1.22,0.23,0.48,,6158.0,280.41,294.77,,,"2MASS J19522853+4022301, KIC 5213404, KOI-3468, WISE J195228.53+402230.3"
Kepler-1509 b,Kepler-1509,3.98,-2.28,3.3,Confirmed,,,,,,,0.165,0.014,0.033,25.4338197,0.0003114,0.0003114,,,,,,,,,,,2016,2021-02-05,,,,,,,2454976.1287,0.0114,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18551147+4655516 b, K03470.02, KIC 9995771 b, KOI-3470 b, KOI-3470.02",,283.797813,46.931004,,,14.2,13.864,13.887,1277.0,,,0.03,0.162,0.138,1.0,0.05,0.05,0.99,0.08,0.16,,5780.0,80.25,69.62,,,"2MASS J18551147+4655516, KIC 9995771, KOI-3470"
Kepler-1510 b,Kepler-1510,2.75,-1.04,1.34,Confirmed,,,,,,,0.3,0.05,0.11,84.703921,0.001896,0.001896,,,,,,,,,,,2016,2021-02-05,,,,,,,2454985.1859,0.0203,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19555019+4815281 b, K03484.01, KIC 10881457 b, KOI-3484 b, KOI-3484.01, WISE J195550.20+481527.9 b",,298.959138,48.257824,,,14.076,13.779,13.728,1615.0,,,0.04,0.143,0.129,1.19,0.12,0.15,1.28,0.2,0.46,,6200.0,224.25,177.72,,,"2MASS J19555019+4815281, KIC 10881457, KOI-3484, WISE J195550.20+481527.9"
Kepler-1511 b,Kepler-1511,3.31,-1.44,1.21,Confirmed,,,,,,,0.15,0.021,0.062,23.2382792,0.000222,0.000222,,,,,,,,,,,2016,2021-02-05,,,,,,,2454976.54141,0.00796,0.00796,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19134109+4310472 b, K03496.01, KIC 7517261 b, KOI-3496 b, KOI-3496.01, WISE J191341.09+431047.1 b",,288.421218,43.179798,,,12.713,12.544,12.471,897.0,,,0.14,0.14,0.152,1.17,0.07,0.17,1.29,0.18,0.53,,6064.0,86.89,72.72,,,"2MASS J19134109+4310472, KIC 7517261, KOI-3496, WISE J191341.09+431047.1"
Kepler-1512 Ab,Kepler-1512 A,1.78,-0.505,2.68,Confirmed,,,,,,,0.105,0.01,0.006,20.35972599,5.874e-05,5.874e-05,,,,,,,,,,,2016,2025-03-12,,,,,,,2454967.29096,0.0024,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19170588+4428129 b, K03497.01, KIC 8424002 b, KOI-3497 b, KOI-3497.01, WISE J191705.88+442813.0 b",,289.274503,44.470253,,,11.315,10.75,10.623,162.0,,,0.2,0.39,0.106,0.73,0.1,0.02,0.67,0.06,0.02,,4372.0,63.7,59.14,,,"2MASS J19170588+4428129, KIC 8424002, KOI-3497, WISE J191705.88+442813.0"
Kepler-1513 Ab,Kepler-1513 A,7.0,4.2,4.0,Confirmed,0.152,0.061,0.104,,,,0.76671,0.00196,0.00321,160.8842,0.0028,0.0011,0.5416,,,0.306,0.097,0.093,89.86,,,,2016,2024-08-03,259.0,13.0,21.0,,,,2455110.504085,0.000379,0.000379,,,,,,,,,,0.106,0.072,0.087,,,,6.3,2.5,4.3,346.0,,,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"WISE J191910.00+391706.8 b, KOI-3678 b, KOI-3678.01, K03678.01, KIC 4150804 b, 2MASS J19190999+3917070 b",,289.791634,39.285277,13.07,,11.758,11.397,11.309,349.247,2.533,2.57,0.17,0.06,0.06,0.943,0.037,0.037,0.95,0.055,0.077,G6V,5491.0,100.0,100.0,,,"KIC 4150804, WISE J191910.00+391706.8, KOI-3678, 2MASS J19190999+3917070"
Kepler-1513 Ac,Kepler-1513 A,7.0,4.2,4.0,Confirmed,,0.063,0.098,0.2659,0.063,0.098,,,,841.4,5.3,8.1,1.711,,,0.125,0.019,0.018,,,,,2023,2024-08-03,313.0,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,5.8,1.4,2.2,,,,,,,,,,Published in a refereed paper,TTV,TTV,,"KOI-3678 c, KIC 4150804 c, 2MASS J19190999+3917070 c",,289.791634,39.285277,13.07,,11.758,11.397,11.309,349.247,2.533,2.57,0.17,0.06,0.06,0.943,0.037,0.037,0.95,0.055,0.077,G6V,5491.0,100.0,100.0,,,"KIC 4150804, WISE J191910.00+391706.8, KOI-3678, 2MASS J19190999+3917070"
Kepler-1514 b,Kepler-1514,2.9,-1.3,1.6,Confirmed,5.28,0.22,0.22,,,,1.108,0.025,0.025,217.83184,0.00012,0.00012,0.753,0.014,0.014,0.401,0.014,0.014,89.944,0.01,0.013,,2016,2021-02-05,-75.28,0.71,0.75,2454981.75,0.74,0.74,2455071.81411,0.00046,0.00046,2455071.81411,0.00046,0.00046,,,,,,,0.169,0.039,0.03,,,,172.5,3.0,3.0,388.0,6.0,6.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19303059+3751364 b, K03681.01, KIC 2581316 b, KOI-3681 b, KOI-3681.01, TIC 137685450 b, TYC 3135-497-1 b, WISE J193030.59+375136.5 b",,292.627466,37.860133,,,10.953,10.728,10.688,389.3,5.9,6.1,0.119,0.075,0.08,1.2,0.06,0.07,1.29,0.03,0.03,,6145.0,80.0,99.0,,,"2MASS J19303059+3751364, KIC 2581316, KOI-3681, TIC 137685450, TYC 3135-497-1, WISE J193030.59+375136.5"
